latitude,longitude,frp,confidence,industry_distance_km,forest_distance_km,persistence_days,night_flag,industrial_risk_label
21.49324,79.02701,98.2,58.9,4.98,31.66,1,0,0
21.08298,78.07754,4.8,50.0,2.99,19.28,0,0,0
22.576,76.81953,109.3,64.2,1.05,2.62,0,0,0
21.63494,79.51132,125.2,76.5,3.55,3.97,1,0,0
20.10155,79.51833,37.3,73.6,3.76,2.36,1,1,0
20.62461,79.48231,47.6,88.8,8.32,6.77,0,0,0
22.86389,76.95518,135.8,81.8,6.65,0.2,3,1,0
22.6357,77.80496,80.4,84.5,5.45,11.13,2,0,0
20.10838,79.93996,38.4,74.9,0.6,7.41,2,0,0
20.88789,79.08805,42.2,49.2,6.38,22.89,1,1,0
20.9243,76.10867,72.5,67.1,3.47,1.8,0,0,0
22.68757,76.26082,168.6,85.9,11.23,16.3,2,1,1
20.07884,77.85573,43.2,69.2,12.62,15.7,0,0,0
20.41643,79.63688,37.4,77.5,0.28,1.36,1,0,0
23.19966,78.15481,51.8,65.2,8.59,5.08,1,0,0
20.71418,77.99125,52.0,54.6,0.19,1.87,2,1,1
22.61098,76.42189,63.6,68.1,2.29,2.94,1,1,0
20.95273,78.62712,47.7,74.6,3.91,3.06,0,0,0
20.39777,79.28841,113.8,60.2,0.8,8.12,2,0,1
20.97269,77.52168,23.1,66.5,6.86,5.3,0,0,0
22.88907,79.10245,68.8,55.9,0.05,29.51,2,0,0
23.42279,79.85791,70.8,86.8,0.92,1.35,2,1,0
23.32088,76.81507,25.1,65.6,4.35,36.38,0,0,0
21.58873,78.09332,68.3,91.8,6.27,2.62,2,1,0
22.67234,77.14855,72.1,92.9,12.42,14.82,1,0,0
20.81994,79.17142,2.3,68.8,6.11,4.14,1,1,0
21.17259,78.31037,21.2,54.9,5.57,1.54,0,0,0
23.58534,78.53833,143.4,38.7,2.51,19.51,4,0,0
20.05201,79.19166,30.7,47.9,0.05,3.69,2,1,1
20.34203,77.58388,16.9,49.4,0.64,10.75,3,0,0
20.83155,79.66036,7.3,90.7,3.82,8.36,2,1,1
20.10613,78.13212,19.3,71.7,5.62,6.38,3,1,0
20.72574,76.63182,46.1,75.8,2.7,6.85,2,0,0
22.33217,78.7836,15.7,36.7,6.56,13.18,0,0,0
21.6857,79.17305,81.2,52.0,3.69,0.92,2,0,0
23.57069,77.26705,24.7,83.3,0.39,11.03,1,0,0
23.26977,79.42872,63.9,74.3,1.07,22.62,1,0,0
21.36727,79.62457,129.9,67.8,9.16,0.6,3,0,0
21.03769,77.10762,124.5,78.5,6.45,1.52,0,0,0
21.51877,79.93409,63.1,94.5,11.26,12.61,3,0,0
22.36118,76.56285,18.1,66.7,0.63,5.75,2,0,1
21.07225,76.80806,48.6,71.0,23.14,5.17,1,0,0
22.4966,76.7369,64.7,72.9,1.17,1.47,2,0,0
21.63765,79.57596,224.0,100.0,0.06,7.07,2,0,1
22.20819,78.61717,7.2,38.5,29.81,1.35,2,0,0
21.74451,76.60842,48.8,80.2,1.65,6.47,0,0,0
21.17786,77.76129,79.1,68.3,5.51,14.42,1,0,0
23.79381,78.46119,54.9,78.5,0.97,2.99,0,0,0
23.05442,76.33386,59.6,60.1,4.34,6.55,1,1,1
20.56045,79.52967,26.0,69.3,11.72,48.3,3,0,0
23.47387,79.21441,97.1,80.7,1.93,11.6,1,0,1
21.94972,78.02083,52.0,100.0,5.55,18.41,3,1,1
23.57821,79.86851,59.4,82.1,1.04,5.36,0,1,1
23.19942,77.67104,104.2,57.3,4.9,14.6,1,0,0
21.70085,79.93644,39.3,63.6,2.05,0.41,1,0,0
20.08988,78.67168,120.0,63.2,1.19,1.31,4,0,0
21.07471,78.53869,15.2,43.1,1.88,2.27,4,0,0
22.16654,76.66382,62.0,65.0,0.99,5.14,1,1,0
22.53391,79.52771,24.6,81.0,11.61,18.69,1,0,0
21.03155,77.70996,19.0,50.9,2.53,4.25,3,1,0
20.55742,76.64893,167.3,85.7,1.41,10.63,1,0,0
23.33972,76.05043,16.0,77.3,2.97,12.36,1,1,0
23.93761,78.23902,52.8,59.0,1.93,8.82,2,0,0
22.10276,78.1096,14.8,67.9,6.82,4.42,1,0,0
20.68672,78.87741,115.0,94.0,17.74,8.61,2,0,0
21.08923,79.56103,36.2,81.0,2.88,4.19,0,0,1
20.07356,76.31763,103.8,70.1,9.87,0.88,1,0,0
23.6572,78.92599,77.2,66.4,4.17,49.34,1,1,1
20.471,76.74965,202.8,71.1,0.86,1.36,0,0,0
22.30607,79.43271,11.8,62.3,5.87,0.75,1,1,0
21.09622,79.27625,21.0,38.4,3.6,21.08,1,0,0
22.21671,78.16318,100.0,100.0,5.26,3.59,0,0,0
22.60568,78.84097,64.2,72.3,11.02,10.51,3,1,0
23.31897,77.2574,41.7,76.0,2.9,3.99,2,0,0
20.82569,77.88467,178.8,69.1,11.57,4.97,2,0,1
20.04398,79.28655,50.0,59.0,6.94,3.04,2,0,0
20.54754,77.83706,25.5,67.2,3.35,4.2,1,0,0
23.60007,77.43119,104.7,46.0,4.62,5.29,2,1,0
23.49556,77.97685,51.3,100.0,1.97,12.74,2,0,1
22.38965,79.313,54.4,51.5,20.55,7.16,3,0,0
22.40207,77.34083,81.9,54.5,5.5,28.75,1,1,0
22.66015,76.69505,84.2,63.4,0.22,0.43,3,0,0
20.70149,78.84806,20.7,89.3,1.98,6.99,1,0,0
23.65765,79.30391,39.8,70.2,4.88,8.78,2,1,0
21.67508,76.40255,13.4,51.5,0.29,25.28,1,0,0
21.53255,76.9595,64.9,88.8,0.12,0.5,0,1,1
22.07567,76.56789,165.4,81.0,2.99,8.52,2,0,0
20.18786,77.39177,21.5,78.1,2.02,19.22,2,1,1
20.66513,77.8014,10.9,80.7,2.88,2.77,0,1,0
22.95213,78.99531,29.3,100.0,1.52,20.9,3,0,1
20.33119,78.60459,41.4,100.0,0.9,0.19,0,0,0
22.41261,78.48371,84.7,59.7,5.84,13.18,0,0,0
20.9814,77.4095,38.0,94.4,3.61,27.05,2,1,1
21.55718,79.36579,65.7,75.7,1.12,10.71,4,0,0
21.15477,77.88515,33.1,77.5,1.93,5.78,1,0,1
21.42269,79.91642,43.3,44.6,4.48,0.46,3,0,0
22.87618,78.53657,24.7,67.4,0.37,25.27,3,1,1
21.18849,76.50506,18.1,57.8,0.8,6.35,2,0,0
22.26562,78.70471,86.9,82.4,0.38,0.29,1,0,0
21.9042,77.30042,35.1,86.1,8.37,11.71,3,0,0
22.65468,78.74531,69.3,38.9,6.98,6.57,4,0,0
23.74732,76.27856,24.4,69.7,7.0,1.33,2,0,0
22.93029,76.69953,50.3,86.8,6.3,2.41,2,0,0
20.85976,79.42295,4.9,67.2,5.53,0.67,3,1,0
20.12473,76.90872,37.3,80.9,3.24,8.54,0,1,1
21.04906,79.34816,26.8,75.3,5.14,9.73,1,0,0
22.38031,77.1171,111.9,75.1,0.2,7.05,1,0,1
20.2057,78.57153,15.4,65.9,4.86,16.99,1,0,0
21.98546,78.7766,44.7,51.8,7.52,19.73,2,0,0
22.38737,78.05062,64.3,53.2,3.47,9.56,4,0,1
21.33698,77.22124,101.4,80.6,2.21,0.13,2,0,0
23.08365,76.85058,92.0,70.3,1.62,11.88,2,0,1
20.42639,76.13276,47.5,67.9,5.15,5.41,0,1,0
20.30055,77.21579,52.9,63.6,5.9,8.34,4,1,1
22.91276,78.61265,111.8,65.4,10.24,10.47,2,0,0
21.98197,79.75322,46.8,85.7,2.1,4.31,1,0,1
22.75361,79.48482,57.2,65.0,7.34,24.9,0,1,0
21.73931,79.06426,114.3,49.9,4.12,1.44,2,1,0
20.98561,79.15379,221.2,81.2,10.72,11.13,4,0,1
23.27641,78.65994,61.0,66.9,3.75,0.1,0,0,0
23.19766,77.04115,73.6,70.5,3.65,25.86,0,0,0
22.77879,79.62878,90.1,94.1,4.31,1.19,2,0,0
21.08858,78.68293,113.6,69.7,6.92,1.0,0,0,0
22.36092,78.24176,103.1,74.3,16.72,4.05,1,0,0
21.4439,76.44396,31.0,52.3,0.38,4.68,2,0,0
20.36633,77.78822,64.0,66.7,0.27,2.41,1,0,1
23.66925,77.84143,103.6,79.1,13.87,8.8,1,0,0
20.54727,79.45825,130.0,46.7,3.77,5.85,0,1,0
23.80095,78.18659,44.8,73.0,4.77,0.35,0,0,0
21.78402,77.5216,62.9,71.5,3.29,3.85,0,0,0
20.74053,79.9072,68.3,70.6,0.49,16.63,0,0,0
22.1676,76.44288,51.5,85.6,7.31,11.7,2,0,0
23.49178,77.69019,61.7,75.0,6.88,12.91,5,0,0
22.9289,76.1681,310.1,92.2,1.87,11.98,2,0,1
23.22624,78.95962,43.3,55.1,1.83,3.72,1,0,0
22.63513,79.67231,46.0,72.0,9.1,1.05,4,0,0
22.76911,77.12015,9.6,71.3,0.38,3.18,0,0,1
23.39678,79.43337,7.8,54.0,10.65,17.83,1,1,0
20.99867,77.16887,71.8,84.3,1.48,39.36,0,0,1
21.9577,79.64308,103.9,100.0,4.49,6.81,2,0,1
20.88484,79.01585,91.1,69.7,13.74,0.1,0,0,0
23.95067,79.21963,24.3,77.6,5.67,1.51,0,0,0
23.77624,76.07203,87.4,71.3,2.68,3.89,4,0,1
20.15771,79.85124,45.4,59.3,5.85,8.64,3,0,0
22.8223,78.90668,37.0,42.7,2.11,0.78,2,1,0
23.70099,77.219,13.9,59.4,1.62,28.71,3,1,1
20.7223,79.31758,27.1,49.1,28.54,4.54,1,0,0
22.27178,77.12608,73.0,95.6,6.95,24.37,1,1,1
23.66195,79.49102,63.5,68.3,5.17,15.17,0,0,0
20.13578,76.45032,56.8,64.8,2.19,14.08,0,1,1
22.78968,78.81474,4.2,83.3,0.25,9.33,1,0,0
21.1894,78.16279,57.2,53.2,0.16,9.86,1,0,1
23.69758,76.38614,30.6,58.5,4.04,10.16,0,0,0
23.88423,76.96758,63.9,71.0,7.18,9.91,1,0,1
23.77707,76.04962,115.9,85.4,3.85,8.07,2,1,1
21.89686,77.87507,34.6,77.5,9.19,42.99,0,1,0
23.44817,77.20506,54.1,73.7,0.17,13.18,2,0,0
23.3782,78.39343,178.1,71.2,2.28,15.0,1,1,1
21.2764,77.18895,61.5,76.0,1.35,20.59,2,1,1
23.31566,77.19968,49.1,73.0,2.96,2.43,1,0,0
20.14803,78.97277,24.7,54.6,0.38,0.88,2,0,0
22.38508,76.19257,89.1,70.7,15.41,6.6,0,0,0
20.92004,79.61158,20.9,53.9,1.26,7.22,1,0,0
20.48227,79.40906,119.4,71.2,12.78,17.67,1,0,0
20.30781,78.67122,80.4,62.8,2.77,5.87,4,0,1
22.78516,78.37289,31.5,100.0,21.18,8.46,1,0,0
21.3595,79.56921,25.4,69.4,4.04,7.49,2,0,0
22.89907,76.74132,26.0,48.9,13.36,0.39,1,1,0
20.26143,76.31588,8.0,68.0,0.05,9.55,1,0,0
21.26116,76.95804,70.6,77.8,6.9,17.61,1,0,0
22.15797,79.17831,5.0,95.1,11.67,1.71,3,0,0
23.16289,76.13868,46.7,61.2,0.75,9.02,1,0,1
21.27501,78.33123,44.4,46.3,0.51,9.0,1,0,0
22.50357,79.98175,38.4,82.3,2.76,1.79,0,0,0
23.54391,79.42278,70.2,49.3,13.57,1.32,1,0,0
22.46345,78.08578,31.6,63.5,3.91,39.15,1,0,0
20.93184,76.25456,57.3,66.1,3.75,5.0,2,0,0
20.0976,79.32549,119.4,69.0,0.76,2.58,2,0,0
23.4804,78.39591,76.3,80.3,0.05,1.88,1,0,1
20.08508,76.45973,35.7,59.7,8.31,11.01,3,0,0
23.49881,76.37543,50.3,65.9,0.46,9.4,0,0,1
22.11575,79.63851,38.4,69.8,5.02,10.32,0,0,0
23.75627,78.6768,43.9,72.2,12.3,0.92,1,1,0
23.19513,79.31715,58.7,71.5,1.17,22.4,3,0,1
23.99174,79.51592,13.2,76.5,5.47,4.93,1,1,0
21.40285,78.28709,10.1,82.7,0.41,3.76,4,1,1
23.06875,78.06979,22.8,75.9,4.63,6.21,0,0,0
21.60772,77.72171,72.6,76.8,0.9,4.94,1,0,0
21.9195,77.26779,79.9,46.3,6.66,19.92,2,0,0
22.51002,77.73838,88.4,70.8,1.79,26.49,0,0,0
23.49471,79.09552,23.6,77.2,3.11,3.62,0,0,0
23.93633,78.40769,53.9,80.9,4.57,19.95,0,0,0
23.07309,79.57009,36.6,59.6,0.94,15.21,0,0,1
21.67107,77.77352,45.4,60.1,6.77,26.71,0,0,0
21.68543,78.42836,36.1,61.4,1.8,2.82,1,1,0
22.95033,78.52523,61.2,78.0,5.43,8.6,2,0,0
20.95511,78.36679,28.3,85.5,0.86,3.21,3,1,1
20.4419,78.81054,110.5,63.9,5.83,17.38,3,1,0
21.41849,76.94973,111.2,83.6,0.69,0.1,3,1,1
21.14896,78.04946,71.0,71.9,2.77,8.32,2,1,0
21.18523,76.4169,101.8,68.1,1.42,4.14,1,0,0
20.93443,77.53805,12.7,66.8,6.9,3.9,2,0,0
20.16837,77.95067,114.9,81.2,1.52,10.35,1,0,1
20.0715,78.6089,66.2,74.9,10.67,19.07,1,0,0
23.95089,79.80212,29.8,100.0,11.12,9.4,1,1,0
21.71109,78.4026,27.2,57.2,1.09,19.19,2,1,0
21.53731,78.97438,141.8,77.8,4.76,3.07,1,0,0
22.71859,78.02506,89.4,62.1,0.46,7.33,0,0,0
20.87302,78.53642,44.4,57.0,2.48,5.99,0,0,0
23.79984,76.28373,12.5,69.8,6.25,0.12,2,0,0
23.14538,77.01757,118.9,72.1,5.39,8.14,0,0,0
20.35764,77.44741,18.2,100.0,4.9,10.83,1,0,0
21.67032,77.88997,37.1,67.2,1.66,8.96,1,1,1
23.51647,76.18259,44.4,53.0,2.37,13.33,2,0,1
23.77893,76.5601,26.9,74.1,0.54,8.47,3,1,1
21.86961,77.10726,42.8,38.9,6.35,0.69,1,0,0
22.45365,79.88613,49.7,68.6,3.5,1.24,1,1,0
20.66814,77.32539,42.1,70.2,6.17,9.08,0,0,0
23.96467,77.92816,63.4,81.9,1.43,3.22,4,1,0
20.92669,76.78439,145.3,84.6,1.96,0.83,0,0,0
23.77093,78.44312,13.2,62.4,2.03,5.61,2,0,0
22.59859,77.12273,56.4,67.7,0.13,8.08,0,0,0
22.43095,76.82797,18.4,58.5,2.09,3.99,0,1,0
22.05075,78.06629,11.8,53.1,8.13,12.75,4,0,0
20.92268,76.02202,96.6,74.6,11.38,10.32,4,0,0
20.70611,76.03066,60.0,50.9,3.65,4.05,4,0,0
20.88194,76.87628,11.0,63.8,3.04,14.06,1,0,0
20.74575,76.14689,42.8,55.1,0.16,10.46,3,1,1
23.11834,76.4321,22.8,78.2,10.57,10.15,3,0,0
21.4005,77.35544,44.0,97.0,0.07,8.06,0,0,1
20.23137,79.21034,81.9,50.5,14.48,0.11,0,1,0
23.87641,78.28819,76.1,42.2,3.36,11.92,3,1,1
23.53514,78.05067,36.3,68.1,2.09,4.72,1,1,0
23.71101,77.17396,99.7,70.2,12.9,28.58,4,0,0
23.97963,79.72701,125.7,73.3,0.12,17.04,2,0,1
20.69558,77.58806,82.9,63.3,4.35,8.86,0,0,0
21.58497,76.34837,31.4,67.0,3.98,2.91,0,1,0
23.03295,78.46827,45.1,75.5,1.24,2.28,1,0,0
22.78408,76.45535,142.2,85.6,2.8,4.16,1,0,0
20.61558,77.38089,38.5,40.7,5.28,6.47,1,0,0
23.26333,78.02965,76.3,64.5,6.49,3.51,1,0,0
20.89776,79.49689,26.5,73.2,0.05,7.23,0,1,1
20.89527,77.97419,100.2,56.2,13.81,1.81,1,0,0
22.1479,78.80904,23.9,96.0,0.9,38.04,1,0,1
22.37176,79.97127,46.7,60.5,1.33,1.14,2,1,0
22.32034,76.52596,74.4,69.4,1.53,26.87,0,0,0
20.36595,77.09893,161.8,78.3,0.19,24.49,3,0,1
23.50984,77.5783,59.2,61.1,0.66,7.45,3,1,1
21.0624,77.68731,40.5,42.3,21.47,12.91,0,1,0
20.51806,77.64408,38.1,63.6,1.89,5.73,2,0,1
23.55499,79.63044,97.2,85.4,0.61,9.94,5,0,1
23.82261,78.85613,70.1,64.9,0.57,4.16,2,0,0
23.44851,78.43162,80.8,57.3,6.36,3.58,0,1,0
23.23806,77.23749,135.6,83.9,9.64,8.63,3,1,1
22.62097,79.29516,52.4,65.0,1.48,6.89,0,0,1
22.20343,79.82024,66.6,62.3,0.11,8.66,1,0,0
20.34795,79.28479,37.7,72.2,1.26,3.38,2,0,0
21.63381,76.00626,25.7,81.6,0.29,4.57,0,0,1
21.49075,78.54561,30.3,100.0,0.55,0.88,1,0,0
21.03902,76.20454,2.8,82.4,2.82,0.54,2,1,0
22.89368,77.03043,73.8,87.4,1.31,2.92,1,0,0
21.9835,76.2381,68.5,62.4,3.63,0.77,0,0,0
20.32418,78.41518,72.7,54.6,1.46,1.1,1,0,0
20.88073,78.74636,24.1,70.9,14.11,16.76,3,0,0
22.73304,76.45795,30.7,71.6,11.82,0.4,3,0,0
20.30452,77.53536,29.9,53.8,4.18,10.76,0,0,0
23.40483,77.82495,106.9,67.4,2.19,3.18,5,0,1
21.98059,77.47621,57.6,76.0,2.4,20.52,4,0,0
21.92235,76.4841,51.9,75.4,2.65,6.64,2,0,0
22.36963,77.67579,86.1,77.6,6.5,3.65,0,1,0
23.29872,79.00471,29.9,74.4,3.0,7.29,1,0,0
21.39124,76.28403,65.4,62.4,9.72,4.81,0,0,0
22.71206,76.32072,175.7,62.3,14.42,8.31,1,1,0
22.26293,77.41909,118.5,52.0,2.05,1.22,1,0,0
21.06811,79.7669,64.7,96.8,4.11,50.0,3,1,1
23.51452,78.67429,53.4,70.2,0.5,5.54,1,0,0
23.1897,78.71468,72.3,66.6,1.12,4.28,0,1,1
22.63381,77.44768,129.6,56.1,2.67,12.39,1,1,0
23.40233,78.37464,123.5,100.0,1.15,4.52,2,1,1
23.46918,76.04052,144.3,53.9,10.46,17.91,0,0,0
22.83345,78.54438,60.0,63.6,0.86,6.06,2,0,0
23.34805,79.65315,4.9,76.2,3.04,12.71,0,0,1
22.78989,78.45029,167.6,79.0,4.65,1.14,1,0,0
22.72056,79.49479,25.6,84.4,5.89,18.72,1,1,0
22.47445,78.89589,85.1,97.1,2.41,13.31,3,0,1
23.01087,76.48223,5.1,77.6,10.17,2.38,1,0,0
20.63442,79.60981,51.1,54.2,4.2,1.57,1,0,0
23.52348,76.26578,38.6,66.1,2.89,3.8,2,0,0
23.48737,78.13587,144.5,74.6,0.35,37.33,4,1,1
20.11699,76.56855,65.3,100.0,3.12,2.97,2,1,1
23.30327,76.04683,50.7,49.0,8.59,6.09,1,0,0
20.51548,77.68814,70.6,88.0,4.77,0.3,1,0,0
21.34048,77.18016,2.0,72.7,8.92,5.06,0,0,0
22.97403,77.944,29.4,82.6,3.41,8.47,2,0,0
20.64304,78.3088,33.4,68.5,0.63,30.6,2,1,1
23.27187,76.17496,78.8,57.4,0.07,7.27,2,1,1
23.32854,76.49201,20.7,81.3,1.81,17.1,1,0,0
22.02987,78.23457,58.1,79.8,5.99,7.92,2,0,0
20.02554,77.37267,47.0,84.6,7.81,0.42,2,0,0
21.14815,78.91669,30.8,69.8,1.75,3.78,2,0,0
22.46771,78.60917,32.5,61.0,3.42,8.57,1,0,0
23.92474,79.38242,46.7,46.6,2.73,30.08,3,0,0
22.52725,78.76997,7.1,82.3,2.64,19.6,3,0,1
21.03921,77.71972,86.9,76.4,1.32,2.59,1,0,1
22.53602,78.69187,25.4,55.5,0.73,2.49,3,0,0
22.15994,77.10152,40.6,61.9,1.1,2.25,2,1,0
23.11938,77.22525,141.0,63.0,0.28,25.57,4,1,1
20.42792,79.15594,87.9,47.8,1.1,19.15,2,0,1
23.04411,77.78568,17.4,57.7,0.05,14.91,3,0,1
22.16507,79.19352,2.0,53.0,4.93,4.99,1,0,0
23.85197,79.28969,72.8,63.8,1.9,7.02,3,0,0
21.36749,79.43025,41.9,58.9,18.09,6.24,1,0,0
22.53049,79.66654,58.4,45.6,1.08,2.92,3,1,0
23.72811,77.72394,85.9,100.0,2.12,7.03,0,0,0
20.41004,77.27547,95.5,88.8,2.21,0.31,0,0,0
23.74891,78.32879,35.6,58.3,0.05,1.41,1,0,0
22.75154,77.48469,46.1,74.1,9.14,21.77,2,1,0
20.27135,78.4043,66.8,76.3,0.16,13.93,1,1,1
21.20385,78.82234,70.0,87.9,14.08,5.5,0,0,0
22.83269,78.75362,57.9,57.7,11.13,7.28,2,0,0
20.2694,77.49821,130.7,86.4,3.83,4.62,0,0,0
22.32868,76.66744,69.5,61.8,3.92,13.5,3,0,0
21.38353,77.72212,85.0,50.0,5.3,15.33,2,0,0
22.48366,76.57038,61.6,80.9,2.45,14.41,2,0,0
20.18297,79.56039,20.6,89.4,5.21,12.82,1,0,0
23.48615,77.38351,29.3,100.0,0.23,2.29,0,0,1
23.89396,76.61784,16.6,52.0,0.28,4.12,0,0,0
23.87551,76.10179,102.9,80.5,3.06,6.35,1,1,1
22.99861,78.58329,11.0,63.9,3.99,4.02,2,0,0
20.52034,78.54761,44.6,81.8,10.94,14.06,4,0,0
